"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"RSM00034880","ASTRAKAN, RS","1881-01-01","33","36","27"
"RSM00034880","ASTRAKAN, RS","1881-01-02","33","40","26"
"RSM00034880","ASTRAKAN, RS","1881-01-03","31","34","28"
"RSM00034880","ASTRAKAN, RS","1881-01-04","31","32","27"
"RSM00034880","ASTRAKAN, RS","1881-01-05","32","38","30"
"RSM00034880","ASTRAKAN, RS","1881-01-06","35","38","30"
"RSM00034880","ASTRAKAN, RS","1881-01-07","22","36","11"
"RSM00034880","ASTRAKAN, RS","1881-01-08","23","28","13"
"RSM00034880","ASTRAKAN, RS","1881-01-09","31","36","26"
"RSM00034880","ASTRAKAN, RS","1881-01-10","23","30","14"
"RSM00034880","ASTRAKAN, RS","1881-01-11","22","28","12"
"RSM00034880","ASTRAKAN, RS","1881-01-12","27","36","21"
"RSM00034880","ASTRAKAN, RS","1881-01-13","31","34","22"
"RSM00034880","ASTRAKAN, RS","1881-01-14","34","35","30"
"RSM00034880","ASTRAKAN, RS","1881-01-15","33","35","28"
"RSM00034880","ASTRAKAN, RS","1881-01-16","28","29","24"
"RSM00034880","ASTRAKAN, RS","1881-01-17","30","32","28"
"RSM00034880","ASTRAKAN, RS","1881-01-18","23","33","15"
"RSM00034880","ASTRAKAN, RS","1881-01-19","27","36","15"
"RSM00034880","ASTRAKAN, RS","1881-01-20","33","36","29"
"RSM00034880","ASTRAKAN, RS","1881-01-21","38","40","30"
"RSM00034880","ASTRAKAN, RS","1881-01-22","33","42","30"
"RSM00034880","ASTRAKAN, RS","1881-01-23","15","29","11"
"RSM00034880","ASTRAKAN, RS","1881-01-24","19","24","10"
"RSM00034880","ASTRAKAN, RS","1881-01-25","15","19","11"
"RSM00034880","ASTRAKAN, RS","1881-01-26","9","13","7"
"RSM00034880","ASTRAKAN, RS","1881-01-27","5","11","2"
"RSM00034880","ASTRAKAN, RS","1881-01-28","5","16","-4"
"RSM00034880","ASTRAKAN, RS","1881-01-29","17","26","6"
"RSM00034880","ASTRAKAN, RS","1881-01-30","22","27","14"
"RSM00034880","ASTRAKAN, RS","1881-01-31","27","31","23"
"RSM00034880","ASTRAKAN, RS","1881-02-01","30","34","27"
"RSM00034880","ASTRAKAN, RS","1881-02-02","23","30","22"
"RSM00034880","ASTRAKAN, RS","1881-02-03","18","20","15"
"RSM00034880","ASTRAKAN, RS","1881-02-04","18","23","11"
"RSM00034880","ASTRAKAN, RS","1881-02-05","23","29","19"
"RSM00034880","ASTRAKAN, RS","1881-02-06","19","23","15"
"RSM00034880","ASTRAKAN, RS","1881-02-07","16","24","6"
"RSM00034880","ASTRAKAN, RS","1881-02-08","31","34","18"
"RSM00034880","ASTRAKAN, RS","1881-02-09","32","34","30"
"RSM00034880","ASTRAKAN, RS","1881-02-10","30","34","23"
"RSM00034880","ASTRAKAN, RS","1881-02-11","33","34","31"
"RSM00034880","ASTRAKAN, RS","1881-02-12","32","34","31"
"RSM00034880","ASTRAKAN, RS","1881-02-13","32","33","31"
"RSM00034880","ASTRAKAN, RS","1881-02-14","32","34","30"
"RSM00034880","ASTRAKAN, RS","1881-02-15","28","31","25"
"RSM00034880","ASTRAKAN, RS","1881-02-16","22","28","19"
"RSM00034880","ASTRAKAN, RS","1881-02-17","18","23","15"
"RSM00034880","ASTRAKAN, RS","1881-02-18","15","26","12"
"RSM00034880","ASTRAKAN, RS","1881-02-19","14","24","6"
"RSM00034880","ASTRAKAN, RS","1881-02-20","15","23","8"
"RSM00034880","ASTRAKAN, RS","1881-02-21","18","23","16"
"RSM00034880","ASTRAKAN, RS","1881-02-22","18","25","8"
"RSM00034880","ASTRAKAN, RS","1881-02-23","22","24","21"
"RSM00034880","ASTRAKAN, RS","1881-02-24","13","21","12"
"RSM00034880","ASTRAKAN, RS","1881-02-25","16","21","11"
"RSM00034880","ASTRAKAN, RS","1881-02-26","18","30","8"
"RSM00034880","ASTRAKAN, RS","1881-02-27","26","29","16"
"RSM00034880","ASTRAKAN, RS","1881-02-28","25","29","23"
"RSM00034880","ASTRAKAN, RS","1881-03-01","20","24","17"
"RSM00034880","ASTRAKAN, RS","1881-03-02","27","32","19"
"RSM00034880","ASTRAKAN, RS","1881-03-03","27","32","23"
"RSM00034880","ASTRAKAN, RS","1881-03-04","33","40","24"
"RSM00034880","ASTRAKAN, RS","1881-03-05","33","39","29"
"RSM00034880","ASTRAKAN, RS","1881-03-06","29","36","25"
"RSM00034880","ASTRAKAN, RS","1881-03-07","28","35","23"
"RSM00034880","ASTRAKAN, RS","1881-03-08","29","37","23"
"RSM00034880","ASTRAKAN, RS","1881-03-09","29","38","22"
"RSM00034880","ASTRAKAN, RS","1881-03-10","29","38","23"
"RSM00034880","ASTRAKAN, RS","1881-03-11","29","38","22"
"RSM00034880","ASTRAKAN, RS","1881-03-12","30","38","23"
"RSM00034880","ASTRAKAN, RS","1881-03-13","29","36","25"
"RSM00034880","ASTRAKAN, RS","1881-03-14","26","33","21"
"RSM00034880","ASTRAKAN, RS","1881-03-15","33","37","23"
"RSM00034880","ASTRAKAN, RS","1881-03-16","34","36","31"
"RSM00034880","ASTRAKAN, RS","1881-03-17","34","37","31"
"RSM00034880","ASTRAKAN, RS","1881-03-18","35","37","32"
"RSM00034880","ASTRAKAN, RS","1881-03-19","31","34","29"
"RSM00034880","ASTRAKAN, RS","1881-03-20","36","45","27"
"RSM00034880","ASTRAKAN, RS","1881-03-21","35","43","31"
"RSM00034880","ASTRAKAN, RS","1881-03-22","45","60","35"
"RSM00034880","ASTRAKAN, RS","1881-03-23","44","57","37"
"RSM00034880","ASTRAKAN, RS","1881-03-24","46","65","32"
"RSM00034880","ASTRAKAN, RS","1881-03-25","35","45","31"
"RSM00034880","ASTRAKAN, RS","1881-03-26","38","51","27"
"RSM00034880","ASTRAKAN, RS","1881-03-27","44","56","33"
"RSM00034880","ASTRAKAN, RS","1881-03-28","39","46","33"
"RSM00034880","ASTRAKAN, RS","1881-03-29","44","60","32"
"RSM00034880","ASTRAKAN, RS","1881-03-30","49","60","36"
"RSM00034880","ASTRAKAN, RS","1881-03-31","51","64","42"
"RSM00034880","ASTRAKAN, RS","1881-04-01","55","71","40"
"RSM00034880","ASTRAKAN, RS","1881-04-02","54","69","42"
"RSM00034880","ASTRAKAN, RS","1881-04-03","56","73","44"
"RSM00034880","ASTRAKAN, RS","1881-04-04","55","69","44"
"RSM00034880","ASTRAKAN, RS","1881-04-05","57","72","44"
"RSM00034880","ASTRAKAN, RS","1881-04-06","59","77","45"
"RSM00034880","ASTRAKAN, RS","1881-04-07","44","52","37"
"RSM00034880","ASTRAKAN, RS","1881-04-08","45","52","39"
"RSM00034880","ASTRAKAN, RS","1881-04-09","47","53","44"
"RSM00034880","ASTRAKAN, RS","1881-04-10","40","46","33"
"RSM00034880","ASTRAKAN, RS","1881-04-11","45","55","37"
"RSM00034880","ASTRAKAN, RS","1881-04-12","43","47","40"
"RSM00034880","ASTRAKAN, RS","1881-04-13","44","48","40"
"RSM00034880","ASTRAKAN, RS","1881-04-14","48","58","35"
"RSM00034880","ASTRAKAN, RS","1881-04-15","46","54","38"
"RSM00034880","ASTRAKAN, RS","1881-04-16","46","58","36"
"RSM00034880","ASTRAKAN, RS","1881-04-17","50","61","41"
"RSM00034880","ASTRAKAN, RS","1881-04-18","51","56","48"
"RSM00034880","ASTRAKAN, RS","1881-04-19","53","62","47"
"RSM00034880","ASTRAKAN, RS","1881-04-20","50","58","44"
"RSM00034880","ASTRAKAN, RS","1881-04-21","54","65","42"
"RSM00034880","ASTRAKAN, RS","1881-04-22","57","69","42"
"RSM00034880","ASTRAKAN, RS","1881-04-23","55","61","52"
"RSM00034880","ASTRAKAN, RS","1881-04-24","57","64","52"
"RSM00034880","ASTRAKAN, RS","1881-04-25","61","73","51"
"RSM00034880","ASTRAKAN, RS","1881-04-26","60","69","53"
"RSM00034880","ASTRAKAN, RS","1881-04-27","60","67","53"
"RSM00034880","ASTRAKAN, RS","1881-04-28","54","61","50"
"RSM00034880","ASTRAKAN, RS","1881-04-29","61","72","49"
"RSM00034880","ASTRAKAN, RS","1881-04-30","63","78","48"
"RSM00034880","ASTRAKAN, RS","1881-05-01","64","77","52"
"RSM00034880","ASTRAKAN, RS","1881-05-02","58","62","52"
"RSM00034880","ASTRAKAN, RS","1881-05-03","57","59","54"
"RSM00034880","ASTRAKAN, RS","1881-05-04","56","61","52"
"RSM00034880","ASTRAKAN, RS","1881-05-05","65","76","53"
"RSM00034880","ASTRAKAN, RS","1881-05-06","64","73","54"
"RSM00034880","ASTRAKAN, RS","1881-05-07","64","75","53"
"RSM00034880","ASTRAKAN, RS","1881-05-08","67","80","53"
"RSM00034880","ASTRAKAN, RS","1881-05-09","69","81","55"
"RSM00034880","ASTRAKAN, RS","1881-05-10","70","83","55"
"RSM00034880","ASTRAKAN, RS","1881-05-11","70","80","56"
"RSM00034880","ASTRAKAN, RS","1881-05-12","70","78","60"
"RSM00034880","ASTRAKAN, RS","1881-05-13","48","66","43"
"RSM00034880","ASTRAKAN, RS","1881-05-14","53","63","41"
"RSM00034880","ASTRAKAN, RS","1881-05-15","59","67","47"
"RSM00034880","ASTRAKAN, RS","1881-05-16","66","73","53"
"RSM00034880","ASTRAKAN, RS","1881-05-17","65","69","62"
"RSM00034880","ASTRAKAN, RS","1881-05-18","65","71","61"
"RSM00034880","ASTRAKAN, RS","1881-05-19","64","74","56"
"RSM00034880","ASTRAKAN, RS","1881-05-20","66","79","54"
"RSM00034880","ASTRAKAN, RS","1881-05-21","69","79","61"
"RSM00034880","ASTRAKAN, RS","1881-05-22","71","80","59"
"RSM00034880","ASTRAKAN, RS","1881-05-23","74","84","63"
"RSM00034880","ASTRAKAN, RS","1881-05-24","75","84","68"
"RSM00034880","ASTRAKAN, RS","1881-05-25","76","87","64"
"RSM00034880","ASTRAKAN, RS","1881-05-26","74","87","65"
"RSM00034880","ASTRAKAN, RS","1881-05-27","68","75","65"
"RSM00034880","ASTRAKAN, RS","1881-05-28","62","70","55"
"RSM00034880","ASTRAKAN, RS","1881-05-29","65","74","61"
"RSM00034880","ASTRAKAN, RS","1881-05-30","69","79","59"
"RSM00034880","ASTRAKAN, RS","1881-05-31","62","73","52"
"RSM00034880","ASTRAKAN, RS","1881-06-01","57","65","45"
"RSM00034880","ASTRAKAN, RS","1881-06-02","55","63","51"
"RSM00034880","ASTRAKAN, RS","1881-06-03","60","69","52"
"RSM00034880","ASTRAKAN, RS","1881-06-04","66","75","53"
"RSM00034880","ASTRAKAN, RS","1881-06-05","70","81","59"
"RSM00034880","ASTRAKAN, RS","1881-06-06","73","82","63"
"RSM00034880","ASTRAKAN, RS","1881-06-07","72","79","64"
"RSM00034880","ASTRAKAN, RS","1881-06-08","70","77","64"
"RSM00034880","ASTRAKAN, RS","1881-06-09","68","76","61"
"RSM00034880","ASTRAKAN, RS","1881-06-10","74","88","65"
"RSM00034880","ASTRAKAN, RS","1881-06-11","77","89","62"
"RSM00034880","ASTRAKAN, RS","1881-06-12","77","86","64"
"RSM00034880","ASTRAKAN, RS","1881-06-13","75","85","66"
"RSM00034880","ASTRAKAN, RS","1881-06-14","68","76","58"
"RSM00034880","ASTRAKAN, RS","1881-06-15","70","77","58"
"RSM00034880","ASTRAKAN, RS","1881-06-16","71","82","62"
"RSM00034880","ASTRAKAN, RS","1881-06-17","75","82","62"
"RSM00034880","ASTRAKAN, RS","1881-06-18","73","83","67"
"RSM00034880","ASTRAKAN, RS","1881-06-19","72","82","61"
"RSM00034880","ASTRAKAN, RS","1881-06-20","72","85","63"
"RSM00034880","ASTRAKAN, RS","1881-06-21","74","86","62"
"RSM00034880","ASTRAKAN, RS","1881-06-22","73","83","64"
"RSM00034880","ASTRAKAN, RS","1881-06-23","76","85","65"
"RSM00034880","ASTRAKAN, RS","1881-06-24","65","82","60"
"RSM00034880","ASTRAKAN, RS","1881-06-25","68","73","62"
"RSM00034880","ASTRAKAN, RS","1881-06-26","76","88","63"
"RSM00034880","ASTRAKAN, RS","1881-06-27","77","85","65"
"RSM00034880","ASTRAKAN, RS","1881-06-28","81","90","67"
"RSM00034880","ASTRAKAN, RS","1881-06-29","76","87","67"
"RSM00034880","ASTRAKAN, RS","1881-06-30","72","83","60"
"RSM00034880","ASTRAKAN, RS","1881-07-01","75","82","61"
"RSM00034880","ASTRAKAN, RS","1881-07-02","71","80","63"
"RSM00034880","ASTRAKAN, RS","1881-07-03","74","79","64"
"RSM00034880","ASTRAKAN, RS","1881-07-04","73","80","66"
"RSM00034880","ASTRAKAN, RS","1881-07-05","77","89","65"
"RSM00034880","ASTRAKAN, RS","1881-07-06","80","91","69"
"RSM00034880","ASTRAKAN, RS","1881-07-07","79","88","67"
"RSM00034880","ASTRAKAN, RS","1881-07-08","80","90","71"
"RSM00034880","ASTRAKAN, RS","1881-07-09","82","93","71"
"RSM00034880","ASTRAKAN, RS","1881-07-10","74","85","73"
"RSM00034880","ASTRAKAN, RS","1881-07-11","78","87","66"
"RSM00034880","ASTRAKAN, RS","1881-07-12","78","86","67"
"RSM00034880","ASTRAKAN, RS","1881-07-13","79","86","66"
"RSM00034880","ASTRAKAN, RS","1881-07-14","78","86","69"
"RSM00034880","ASTRAKAN, RS","1881-07-15","70","80","66"
"RSM00034880","ASTRAKAN, RS","1881-07-16","70","77","62"
"RSM00034880","ASTRAKAN, RS","1881-07-17","72","83","65"
"RSM00034880","ASTRAKAN, RS","1881-07-18","79","92","68"
"RSM00034880","ASTRAKAN, RS","1881-07-19","68","74","65"
"RSM00034880","ASTRAKAN, RS","1881-07-20","65","76","59"
"RSM00034880","ASTRAKAN, RS","1881-07-21","69","76","59"
"RSM00034880","ASTRAKAN, RS","1881-07-22","75","87","63"
"RSM00034880","ASTRAKAN, RS","1881-07-23","68","75","63"
"RSM00034880","ASTRAKAN, RS","1881-07-24","70","79","57"
"RSM00034880","ASTRAKAN, RS","1881-07-25","77","92","62"
"RSM00034880","ASTRAKAN, RS","1881-07-26","75","83","67"
"RSM00034880","ASTRAKAN, RS","1881-07-27","78","88","65"
"RSM00034880","ASTRAKAN, RS","1881-07-28","80","91","70"
"RSM00034880","ASTRAKAN, RS","1881-07-29","81","97","70"
"RSM00034880","ASTRAKAN, RS","1881-07-30","81","91","73"
"RSM00034880","ASTRAKAN, RS","1881-07-31","80","90","69"
"RSM00034880","ASTRAKAN, RS","1881-08-01","81","92","70"
"RSM00034880","ASTRAKAN, RS","1881-08-02","79","89","71"
"RSM00034880","ASTRAKAN, RS","1881-08-03","82","96","72"
"RSM00034880","ASTRAKAN, RS","1881-08-04","82","95","69"
"RSM00034880","ASTRAKAN, RS","1881-08-05","82","94","69"
"RSM00034880","ASTRAKAN, RS","1881-08-06","78","90","70"
"RSM00034880","ASTRAKAN, RS","1881-08-07","73","82","63"
"RSM00034880","ASTRAKAN, RS","1881-08-08","73","84","61"
"RSM00034880","ASTRAKAN, RS","1881-08-09","77","90","65"
"RSM00034880","ASTRAKAN, RS","1881-08-10","75","85","65"
"RSM00034880","ASTRAKAN, RS","1881-08-11","76","85","67"
"RSM00034880","ASTRAKAN, RS","1881-08-12","81","92","67"
"RSM00034880","ASTRAKAN, RS","1881-08-13","76","88","69"
"RSM00034880","ASTRAKAN, RS","1881-08-14","78","89","66"
"RSM00034880","ASTRAKAN, RS","1881-08-15","72","82","62"
"RSM00034880","ASTRAKAN, RS","1881-08-16","74","85","64"
"RSM00034880","ASTRAKAN, RS","1881-08-17","80","91","70"
"RSM00034880","ASTRAKAN, RS","1881-08-18","71","77","66"
"RSM00034880","ASTRAKAN, RS","1881-08-19","77","89","65"
"RSM00034880","ASTRAKAN, RS","1881-08-20","73","85","61"
"RSM00034880","ASTRAKAN, RS","1881-08-21","70","81","59"
"RSM00034880","ASTRAKAN, RS","1881-08-22","73","86","62"
"RSM00034880","ASTRAKAN, RS","1881-08-23","78","92","67"
"RSM00034880","ASTRAKAN, RS","1881-08-24","69","75","64"
"RSM00034880","ASTRAKAN, RS","1881-08-25","76","90","61"
"RSM00034880","ASTRAKAN, RS","1881-08-26","80","96","68"
"RSM00034880","ASTRAKAN, RS","1881-08-27","76","85","68"
"RSM00034880","ASTRAKAN, RS","1881-08-28","69","76","59"
"RSM00034880","ASTRAKAN, RS","1881-08-29","69","77","59"
"RSM00034880","ASTRAKAN, RS","1881-08-30","70","80","59"
"RSM00034880","ASTRAKAN, RS","1881-08-31","74","87","63"
"RSM00034880","ASTRAKAN, RS","1881-09-01","74","84","68"
"RSM00034880","ASTRAKAN, RS","1881-09-02","75","87","62"
"RSM00034880","ASTRAKAN, RS","1881-09-03","75","88","64"
"RSM00034880","ASTRAKAN, RS","1881-09-04","76","90","65"
"RSM00034880","ASTRAKAN, RS","1881-09-05","74","88","64"
"RSM00034880","ASTRAKAN, RS","1881-09-06","74","87","62"
"RSM00034880","ASTRAKAN, RS","1881-09-07","69","76","63"
"RSM00034880","ASTRAKAN, RS","1881-09-08","56","68","56"
"RSM00034880","ASTRAKAN, RS","1881-09-09","56","60","50"
"RSM00034880","ASTRAKAN, RS","1881-09-10","59","66","51"
"RSM00034880","ASTRAKAN, RS","1881-09-11","56","69","48"
"RSM00034880","ASTRAKAN, RS","1881-09-12","62","74","49"
"RSM00034880","ASTRAKAN, RS","1881-09-13","62","75","52"
"RSM00034880","ASTRAKAN, RS","1881-09-14","63","73","53"
"RSM00034880","ASTRAKAN, RS","1881-09-15","67","79","57"
"RSM00034880","ASTRAKAN, RS","1881-09-16","68","81","58"
"RSM00034880","ASTRAKAN, RS","1881-09-17","69","79","60"
"RSM00034880","ASTRAKAN, RS","1881-09-18","66","76","59"
"RSM00034880","ASTRAKAN, RS","1881-09-19","61","67","56"
"RSM00034880","ASTRAKAN, RS","1881-09-20","52","62","45"
"RSM00034880","ASTRAKAN, RS","1881-09-21","61","71","49"
"RSM00034880","ASTRAKAN, RS","1881-09-22","54","63","43"
"RSM00034880","ASTRAKAN, RS","1881-09-23","45","55","34"
"RSM00034880","ASTRAKAN, RS","1881-09-24","40","48","38"
"RSM00034880","ASTRAKAN, RS","1881-09-25","41","50","33"
"RSM00034880","ASTRAKAN, RS","1881-09-26","48","60","37"
"RSM00034880","ASTRAKAN, RS","1881-09-27","40","47","37"
"RSM00034880","ASTRAKAN, RS","1881-09-28","40","45","33"
"RSM00034880","ASTRAKAN, RS","1881-09-29","40","46","36"
"RSM00034880","ASTRAKAN, RS","1881-09-30","44","52","35"
"RSM00034880","ASTRAKAN, RS","1881-10-01","47","58","42"
"RSM00034880","ASTRAKAN, RS","1881-10-02","48","61","36"
"RSM00034880","ASTRAKAN, RS","1881-10-03","54","68","42"
"RSM00034880","ASTRAKAN, RS","1881-10-04","55","69","49"
"RSM00034880","ASTRAKAN, RS","1881-10-05","41","48","37"
"RSM00034880","ASTRAKAN, RS","1881-10-06","40","49","29"
"RSM00034880","ASTRAKAN, RS","1881-10-07","43","49","35"
"RSM00034880","ASTRAKAN, RS","1881-10-08","45","54","34"
"RSM00034880","ASTRAKAN, RS","1881-10-09","47","58","41"
"RSM00034880","ASTRAKAN, RS","1881-10-10","43","53","35"
"RSM00034880","ASTRAKAN, RS","1881-10-11","46","58","36"
"RSM00034880","ASTRAKAN, RS","1881-10-12","53","60","43"
"RSM00034880","ASTRAKAN, RS","1881-10-13","49","56","43"
"RSM00034880","ASTRAKAN, RS","1881-10-14","53","63","47"
"RSM00034880","ASTRAKAN, RS","1881-10-15","51","59","44"
"RSM00034880","ASTRAKAN, RS","1881-10-16","53","66","43"
"RSM00034880","ASTRAKAN, RS","1881-10-17","53","70","41"
"RSM00034880","ASTRAKAN, RS","1881-10-18","50","62","40"
"RSM00034880","ASTRAKAN, RS","1881-10-19","47","61","36"
"RSM00034880","ASTRAKAN, RS","1881-10-20","47","62","36"
"RSM00034880","ASTRAKAN, RS","1881-10-21","52","62","42"
"RSM00034880","ASTRAKAN, RS","1881-10-22","53","58","48"
"RSM00034880","ASTRAKAN, RS","1881-10-23","50","57","41"
"RSM00034880","ASTRAKAN, RS","1881-10-24","52","60","49"
"RSM00034880","ASTRAKAN, RS","1881-10-25","53","65","46"
"RSM00034880","ASTRAKAN, RS","1881-10-26","58","67","46"
"RSM00034880","ASTRAKAN, RS","1881-10-27","58","69","50"
"RSM00034880","ASTRAKAN, RS","1881-10-28","38","55","31"
"RSM00034880","ASTRAKAN, RS","1881-10-29","24","29","21"
"RSM00034880","ASTRAKAN, RS","1881-10-30","31","41","19"
"RSM00034880","ASTRAKAN, RS","1881-10-31","47","56","37"
"RSM00034880","ASTRAKAN, RS","1881-11-01","27","36","24"
"RSM00034880","ASTRAKAN, RS","1881-11-02","42","46","30"
"RSM00034880","ASTRAKAN, RS","1881-11-03","49","53","39"
"RSM00034880","ASTRAKAN, RS","1881-11-04","43","48","34"
"RSM00034880","ASTRAKAN, RS","1881-11-05","28","34","25"
"RSM00034880","ASTRAKAN, RS","1881-11-06","22","29","16"
"RSM00034880","ASTRAKAN, RS","1881-11-07","29","42","18"
"RSM00034880","ASTRAKAN, RS","1881-11-08","36","41","28"
"RSM00034880","ASTRAKAN, RS","1881-11-09","24","32","20"
"RSM00034880","ASTRAKAN, RS","1881-11-10","31","38","20"
"RSM00034880","ASTRAKAN, RS","1881-11-11","36","39","33"
"RSM00034880","ASTRAKAN, RS","1881-11-12","44","53","33"
"RSM00034880","ASTRAKAN, RS","1881-11-13","35","44","28"
"RSM00034880","ASTRAKAN, RS","1881-11-14","32","41","25"
"RSM00034880","ASTRAKAN, RS","1881-11-15","35","47","27"
"RSM00034880","ASTRAKAN, RS","1881-11-16","33","39","25"
"RSM00034880","ASTRAKAN, RS","1881-11-17","24","33","16"
"RSM00034880","ASTRAKAN, RS","1881-11-18","36","44","20"
"RSM00034880","ASTRAKAN, RS","1881-11-19","36","42","32"
"RSM00034880","ASTRAKAN, RS","1881-11-20","29","35","21"
"RSM00034880","ASTRAKAN, RS","1881-11-21","23","25","18"
"RSM00034880","ASTRAKAN, RS","1881-11-22","21","28","15"
"RSM00034880","ASTRAKAN, RS","1881-11-23","34","35","20"
"RSM00034880","ASTRAKAN, RS","1881-11-24","34","35","32"
"RSM00034880","ASTRAKAN, RS","1881-11-25","36","38","32"
"RSM00034880","ASTRAKAN, RS","1881-11-26","36","39","35"
"RSM00034880","ASTRAKAN, RS","1881-11-27","32","36","28"
"RSM00034880","ASTRAKAN, RS","1881-11-28","32","36","23"
"RSM00034880","ASTRAKAN, RS","1881-11-29","37","45","32"
"RSM00034880","ASTRAKAN, RS","1881-11-30","31","36","28"
"RSM00034880","ASTRAKAN, RS","1881-12-01","30","32","26"
"RSM00034880","ASTRAKAN, RS","1881-12-02","34","37","30"
"RSM00034880","ASTRAKAN, RS","1881-12-03","27","30","26"
"RSM00034880","ASTRAKAN, RS","1881-12-04","25","28","23"
"RSM00034880","ASTRAKAN, RS","1881-12-05","23","25","20"
"RSM00034880","ASTRAKAN, RS","1881-12-06","22","25","20"
"RSM00034880","ASTRAKAN, RS","1881-12-07","21","24","17"
"RSM00034880","ASTRAKAN, RS","1881-12-08","26","29","21"
"RSM00034880","ASTRAKAN, RS","1881-12-09","17","24","15"
"RSM00034880","ASTRAKAN, RS","1881-12-10","13","16","8"
"RSM00034880","ASTRAKAN, RS","1881-12-11","15","17","10"
"RSM00034880","ASTRAKAN, RS","1881-12-12","24","28","16"
"RSM00034880","ASTRAKAN, RS","1881-12-13","26","29","23"
"RSM00034880","ASTRAKAN, RS","1881-12-14","25","29","22"
"RSM00034880","ASTRAKAN, RS","1881-12-15","12","21","9"
"RSM00034880","ASTRAKAN, RS","1881-12-16","9","10","6"
"RSM00034880","ASTRAKAN, RS","1881-12-17","6","10","3"
"RSM00034880","ASTRAKAN, RS","1881-12-18","-3","10","-10"
"RSM00034880","ASTRAKAN, RS","1881-12-19","-1","8","-8"
"RSM00034880","ASTRAKAN, RS","1881-12-20","12","19","-1"
"RSM00034880","ASTRAKAN, RS","1881-12-21","14","19","10"
"RSM00034880","ASTRAKAN, RS","1881-12-22","18","22","13"
"RSM00034880","ASTRAKAN, RS","1881-12-23","22","24","18"
"RSM00034880","ASTRAKAN, RS","1881-12-24","24","29","22"
"RSM00034880","ASTRAKAN, RS","1881-12-25","18","22","15"
"RSM00034880","ASTRAKAN, RS","1881-12-26","19","23","13"
"RSM00034880","ASTRAKAN, RS","1881-12-27","17","20","14"
"RSM00034880","ASTRAKAN, RS","1881-12-28","21","26","14"
"RSM00034880","ASTRAKAN, RS","1881-12-29","25","31","20"
"RSM00034880","ASTRAKAN, RS","1881-12-30","27","35","20"
"RSM00034880","ASTRAKAN, RS","1881-12-31","30","35","22"
"RSM00034880","ASTRAKAN, RS","1882-01-01","31","36","16"
"RSM00034880","ASTRAKAN, RS","1882-01-02","33","35","31"
"RSM00034880","ASTRAKAN, RS","1882-01-03","30","32","27"
"RSM00034880","ASTRAKAN, RS","1882-01-04","27","31","24"
"RSM00034880","ASTRAKAN, RS","1882-01-05","28","31","27"
"RSM00034880","ASTRAKAN, RS","1882-01-06","25","29","22"
"RSM00034880","ASTRAKAN, RS","1882-01-07","29","32","23"
"RSM00034880","ASTRAKAN, RS","1882-01-08","33","36","30"
"RSM00034880","ASTRAKAN, RS","1882-01-09","32","39","26"
"RSM00034880","ASTRAKAN, RS","1882-01-10","32","34","27"
"RSM00034880","ASTRAKAN, RS","1882-01-11","29","32","26"
"RSM00034880","ASTRAKAN, RS","1882-01-12","34","38","29"
"RSM00034880","ASTRAKAN, RS","1882-01-13","35","43","29"
"RSM00034880","ASTRAKAN, RS","1882-01-14","31","37","26"
"RSM00034880","ASTRAKAN, RS","1882-01-15","29","32","26"
"RSM00034880","ASTRAKAN, RS","1882-01-16","20","24","18"
"RSM00034880","ASTRAKAN, RS","1882-01-17","21","29","15"
"RSM00034880","ASTRAKAN, RS","1882-01-18","23","26","20"
"RSM00034880","ASTRAKAN, RS","1882-01-19","25","28","21"
"RSM00034880","ASTRAKAN, RS","1882-01-20","25","32","31"
"RSM00034880","ASTRAKAN, RS","1882-01-21","24","32","16"
"RSM00034880","ASTRAKAN, RS","1882-01-22","33","35","27"
"RSM00034880","ASTRAKAN, RS","1882-01-23","29","32","24"
"RSM00034880","ASTRAKAN, RS","1882-01-24","28","31","21"
"RSM00034880","ASTRAKAN, RS","1882-01-25","30","32","28"
"RSM00034880","ASTRAKAN, RS","1882-01-26","20","29","13"
"RSM00034880","ASTRAKAN, RS","1882-01-27","26","33","17"
"RSM00034880","ASTRAKAN, RS","1882-01-28","23","27","15"
"RSM00034880","ASTRAKAN, RS","1882-01-29","27","31","23"
"RSM00034880","ASTRAKAN, RS","1882-01-30","29","31","25"
"RSM00034880","ASTRAKAN, RS","1882-01-31","22","31","18"
"RSM00034880","ASTRAKAN, RS","1882-02-01","18","23","15"
"RSM00034880","ASTRAKAN, RS","1882-02-02","5","15","-2"
"RSM00034880","ASTRAKAN, RS","1882-02-03","15","20","6"
"RSM00034880","ASTRAKAN, RS","1882-02-04","14","18","11"
"RSM00034880","ASTRAKAN, RS","1882-02-05","11","18","3"
"RSM00034880","ASTRAKAN, RS","1882-02-06","8","15","0"
"RSM00034880","ASTRAKAN, RS","1882-02-07","21","25","13"
"RSM00034880","ASTRAKAN, RS","1882-02-08","10","25","5"
"RSM00034880","ASTRAKAN, RS","1882-02-09","7","11","2"
"RSM00034880","ASTRAKAN, RS","1882-02-10","4","11","-1"
"RSM00034880","ASTRAKAN, RS","1882-02-11","7","15","-5"
"RSM00034880","ASTRAKAN, RS","1882-02-12","11","18","4"
"RSM00034880","ASTRAKAN, RS","1882-02-13","27","33","11"
"RSM00034880","ASTRAKAN, RS","1882-02-14","23","29","13"
